sample_index,t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,calib_gx_bias_lsb,calib_gy_bias_lsb,calib_gz_bias_lsb,calib_g_T_x_lsb,calib_g_T_y_lsb,calib_g_T_z_lsb,calib_valid,source_path,source_size_bytes,received_at
9393,516507,13454,-991,-4956,2748,-660,-2850,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9394,516509,14016,-647,-5282,2630,-1048,-2818,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9395,516511,14643,-336,-5362,2468,-1506,-2766,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9396,516513,15275,-72,-5713,2205,-2140,-2748,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9397,516515,15804,418,-5907,1871,-2751,-2707,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9398,516517,16344,1011,-6457,1378,-3279,-2568,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9399,516519,16563,995,-6523,772,-3552,-2336,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9400,516521,16872,-178,-6145,197,-3676,-2138,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9401,516523,17940,-456,-4614,-305,-3722,-2056,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9402,516525,20281,370,-3024,-1044,-4064,-1849,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9403,516527,23262,1356,-1685,-2157,-4793,-1378,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9404,516529,26256,784,-247,-3427,-5572,-891,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9405,516531,29359,-2569,1769,-4559,-5868,-582,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9406,516533,32767,-7425,3955,-5268,-5241,-299,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9407,516535,32767,-11170,3943,-5582,-3629,149,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9408,516537,32767,-12294,3332,-5691,-909,1058,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9409,516539,32767,-12196,2669,-5669,2178,2426,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9410,516541,30013,-11470,798,-5406,4721,3513,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9411,516543,24698,-9970,-709,-4886,6657,4041,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9412,516545,19475,-8279,-1411,-4240,7739,4276,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9413,516547,15170,-6797,-2089,-3684,7848,4430,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9414,516549,12228,-5885,-2003,-3247,7490,4600,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9415,516551,10674,-5391,-1672,-2971,6863,4759,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9416,516553,9931,-4782,-1124,-2710,6273,4911,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9417,516555,9410,-4022,-498,-2474,5870,5111,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9418,516557,8848,-3193,490,-2284,5699,5348,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9419,516559,7997,-2074,1602,-2198,5625,5522,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9420,516561,6900,-834,2460,-2209,5552,5623,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9421,516563,5529,361,3216,-2295,5521,5643,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9422,516565,4212,966,3659,-2491,5417,5608,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9423,516567,2894,1213,4087,-2675,5300,5478,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9424,516569,1596,1474,4337,-2857,5074,5268,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9425,516571,469,1548,4610,-2943,4769,5093,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9426,516573,-404,1212,5005,-2996,4396,4909,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9427,516575,-1026,560,5319,-3037,3970,4655,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9428,516577,-1490,202,5776,-2999,3637,4365,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9429,516579,-1799,40,6244,-2865,3390,4128,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9430,516581,-1917,-183,6569,-2700,3187,3923,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9431,516583,-2056,-341,6818,-2472,3055,3676,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9432,516585,-2132,-370,6852,-2264,2930,3401,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9433,516587,-2268,-145,6729,-2082,2829,3115,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9434,516589,-2454,30,6480,-1907,2730,2872,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9435,516591,-2530,-98,6030,-1788,2566,2665,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9436,516593,-2567,-212,5706,-1739,2353,2422,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9437,516595,-2418,-421,5580,-1686,2077,2189,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9438,516597,-2045,-870,5319,-1614,1711,1969,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9439,516599,-1463,-1278,4921,-1540,1377,1740,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
9440,516601,-763,-1774,4415,-1494,1127,1566,-106.72666931152344,66.4913330078125,-67.83466339111328,1886.498046875,-393.947998046875,3427.22412109375,True,/last_run.bin,215340,2026-05-21T17:07:04
